# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECT":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"2_YpT02w0k","[""20190525_202019_0.png""]",0,"[]","[2,565.962,334.904,41.538,18.173]","{}"
"2_BCRRbgFl","[""20190525_202019_0.png""]",0,"[]","[2,589.327,346.587,40.24,19.471]","{}"
"2_BXgrRUth","[""20190525_202019_0.png""]",0,"[]","[2,613.99,336.202,40.241,19.471]","{}"
"2_TMX1rH9s","[""20190525_202019_0.png""]",0,"[]","[2,655.529,350.481,38.942,19.471]","{}"
"2_Ygb9SrC7","[""20190525_202019_0.png""]",0,"[]","[2,672.404,337.5,37.644,15.577]","{}"
"2_1qNcLZOv","[""20190525_202019_0.png""]",0,"[]","[2,720.433,337.5,35.048,19.471]","{}"
"2_zyGJ9hKt","[""20190525_202019_0.png""]",0,"[]","[2,721.731,394.615,42.836,18.173]","{}"
"2_j1XHRaVC","[""20190525_202019_0.png""]",0,"[]","[2,781.442,342.692,33.75,14.279]","{}"
"2_2UmUhN9X","[""20190525_202019_0.png""]",0,"[]","[2,799.615,402.404,33.75,19.471]","{}"
"2_c9vXFibV","[""20190525_202019_0.png""]",0,"[]","[2,850.24,340.096,27.26,18.173]","{}"
"2_DgA843FO","[""20190525_202019_0.png""]",0,"[]","[2,878.798,332.308,25.962,16.875]","{}"
"2_GUhZR7NV","[""20190525_202019_0.png""]",0,"[]","[2,895.673,380.337,29.856,14.279]","{}"
"2_5siJ4J21","[""20190525_202019_0.png""]",0,"[]","[2,913.846,394.615,37.644,15.577]","{}"
"2_VCbkAKHX","[""20190525_202019_0.png""]",0,"[]","[2,1115.048,329.712,25.962,18.173]","{}"
"2_AlggtdtR","[""20190525_202019_0.png""]",0,"[]","[2,1161.779,318.029,25.961,16.875]","{}"
"2_cw01igVC","[""20190525_202019_0.png""]",0,"[]","[2,1246.154,308.942,23.365,16.875]","{}"
"2_WWkyhdwF","[""20190525_202019_0.png""]",0,"[]","[2,1312.356,310.24,22.067,14.279]","{}"
"2_0TXacfq6","[""20190525_202019_0.png""]",0,"[]","[2,1335.721,327.115,18.173,15.577]","{}"
"2_yuUYj41X","[""20190525_202019_0.png""]",0,"[]","[2,1388.942,295.962,18.173,15.576]","{}"
"2_SyXgXDhK","[""20190525_202019_0.png""]",0,"[]","[2,1407.115,303.75,18.173,16.875]","{}"
"2_Wnd6SGsD","[""20190525_202019_0.png""]",0,"[]","[2,1362.981,276.49,22.067,16.875]","{}"
"2_SpnrzYGh","[""20190525_202019_0.png""]",0,"[]","[2,1448.654,267.404,16.875,14.279]","{}"
"2_hP6ne80s","[""20190525_202019_0.png""]",0,"[]","[2,1461.635,285.577,19.471,14.279]","{}"
"2_M9To1iDO","[""20190525_202019_0.png""]",0,"[]","[2,1483.702,221.971,11.683,12.981]","{}"
"2_iO0hGbsK","[""20190525_202019_0.png""]",0,"[]","[2,1490.192,232.356,14.279,18.173]","{}"
"2_fyX4yOwe","[""20190525_202019_0.png""]",0,"[]","[2,1534.327,238.846,12.981,11.683]","{}"
"2_LGyjsdqj","[""20190525_202019_0.png""]",0,"[]","[2,1518.75,231.058,16.875,15.577]","{}"
"2_QHlW872a","[""20190525_202019_0.png""]",0,"[]","[2,1491.49,183.029,18.173,11.683]","{}"
"2_HGH9DXPV","[""20190525_202019_0.png""]",0,"[]","[2,1508.365,198.606,16.875,12.981]","{}"
"2_lQGABAuT","[""20190525_202019_0.png""]",0,"[]","[2,1529.135,197.308,15.577,12.98]","{}"
"2_abxoGglh","[""20190525_202019_0.png""]",0,"[]","[2,1533.029,214.183,15.577,10.384]","{}"
"2_cyUh8KTz","[""20190525_202019_0.png""]",0,"[]","[2,1549.904,198.606,11.683,12.981]","{}"
"2_jrg6PfEv","[""20190525_202019_0.png""]",0,"[]","[2,1560.288,179.135,12.981,14.278]","{}"
"2_dkudTPui","[""20190525_202019_0.png""]",0,"[]","[2,1544.712,179.135,14.278,12.98]","{}"
"2_3WhUdhGu","[""20190525_202019_0.png""]",0,"[]","[2,1556.394,166.154,9.087,9.086]","{}"
"2_l6XRV6Tc","[""20190525_202019_0.png""]",0,"[]","[2,1388.942,171.346,12.981,12.981]","{}"
"2_DaBtfVUJ","[""20190525_202019_0.png""]",0,"[]","[2,1409.712,153.173,12.98,12.981]","{}"
"2_LwpZS0KJ","[""20190525_202019_0.png""]",0,"[]","[2,1407.115,133.702,11.683,12.981]","{}"
"2_UmHaXNVK","[""20190525_202019_0.png""]",0,"[]","[2,1423.99,129.808,10.385,11.682]","{}"
"2_tLAQqjX3","[""20190525_202019_0.png""]",0,"[]","[2,1420.096,137.596,11.683,14.279]","{}"
