# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECT":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"1_oKliXOhb","[""20190522_194812_580.png""]",0,"[]","[2,1528.359,260.533,15.147,15.147]","{}"
"1_i5ttDs1W","[""20190522_194812_580.png""]",0,"[]","[2,1525.33,240.842,12.117,12.117]","{}"
"1_uB8shBo6","[""20190522_194812_580.png""]",0,"[]","[2,1543.506,230.238,18.177,13.633]","{}"
"1_1T2UHcKo","[""20190522_194812_580.png""]",0,"[]","[2,1499.579,269.621,18.177,13.633]","{}"
"1_x1KzQfXN","[""20190522_194812_580.png""]",0,"[]","[2,1440.505,315.063,21.206,15.147]","{}"
"2_eAYWB7fq","[""20190712_230316_1091.png""]",0,"[]","[2,116.634,854.306,54.53,31.809]","{}"
"2_KWmOWygB","[""20190712_230316_1091.png""]",0,"[]","[2,1499.579,222.665,13.633,13.632]","{}"
"2_ey6MsbMl","[""20190712_230316_1091.png""]",0,"[]","[2,1511.697,234.783,13.633,13.632]","{}"
"2_ZSkfDOyh","[""20190712_230316_1091.png""]",0,"[]","[2,1511.697,274.165,13.633,13.632]","{}"
"2_CHtQp1Zd","[""20190712_230316_1091.png""]",0,"[]","[2,1495.035,290.827,12.118,15.148]","{}"
"2_ZIZt0eZI","[""20190712_230316_1091.png""]",0,"[]","[2,1495.035,330.21,15.147,13.633]","{}"
"2_baZ0nIXW","[""20190712_230316_1091.png""]",0,"[]","[2,1641.964,333.24,16.662,13.632]","{}"
"2_NkJsXtOg","[""20190712_230316_1091.png""]",0,"[]","[2,1661.655,293.857,13.633,15.147]","{}"
"2_XZWXXCUB","[""20190712_230316_1091.png""]",0,"[]","[2,1648.022,275.68,13.633,15.147]","{}"
"2_W8w76CQh","[""20190712_230316_1091.png""]",0,"[]","[2,1676.802,265.077,15.148,10.603]","{}"
"2_6No2CFmJ","[""20190712_230316_1091.png""]",0,"[]","[2,1687.405,228.724,13.633,10.603]","{}"
"2_SH1zRWff","[""20190712_230316_1091.png""]",0,"[]","[2,1654.081,242.356,12.118,10.603]","{}"
"2_zSor9LsX","[""20190712_230316_1091.png""]",0,"[]","[2,1634.39,245.386,13.632,16.662]","{}"
"2_dOYhZe9z","[""20190712_230316_1091.png""]",0,"[]","[2,1663.17,257.504,12.118,10.603]","{}"
"2_XZSRh8XX","[""20190712_230316_1091.png""]",0,"[]","[2,1666.199,245.386,10.603,16.662]","{}"
"2_6rNEUU6l","[""20190712_230316_1091.png""]",0,"[]","[2,1552.595,371.108,21.206,16.662]","{}"
"2_KkWbTERT","[""20190712_230316_1091.png""]",0,"[]","[2,1546.536,389.285,24.235,19.691]","{}"
"2_eXqv996X","[""20190712_230316_1091.png""]",0,"[]","[2,1488.976,398.374,19.692,15.147]","{}"
"2_ktDkGd1e","[""20190712_230316_1091.png""]",0,"[]","[2,1482.917,419.579,21.206,15.148]","{}"
"2_uHQxARpP","[""20190712_230316_1091.png""]",0,"[]","[2,1482.917,431.697,22.721,15.147]","{}"
"2_wWuXaTzf","[""20190712_230316_1091.png""]",0,"[]","[2,1452.623,422.608,21.206,16.662]","{}"
"2_wiXcjLEX","[""20190712_230316_1091.png""]",0,"[]","[2,1425.358,469.565,27.265,16.662]","{}"
"2_0ENgbsJQ","[""20190712_230316_1091.png""]",0,"[]","[2,1384.46,424.123,22.721,13.633]","{}"
"2_HXqyoi0h","[""20190712_230316_1091.png""]",0,"[]","[2,1367.798,442.3,25.75,18.177]","{}"
"2_XzXKUYwE","[""20190712_230316_1091.png""]",0,"[]","[2,1363.254,468.05,25.75,16.662]","{}"
"2_CAh7IYiN","[""20190712_230316_1091.png""]",0,"[]","[2,1304.18,466.536,28.779,21.206]","{}"
"2_Xx8jVCrA","[""20190712_230316_1091.png""]",0,"[]","[2,1245.105,495.316,25.751,16.662]","{}"
"2_Uz8pOI83","[""20190712_230316_1091.png""]",0,"[]","[2,1290.547,499.86,28.779,19.691]","{}"
"2_DvCYJvCo","[""20190712_230316_1091.png""]",0,"[]","[2,1329.93,498.345,24.235,18.178]","{}"
"2_5zy36TwH","[""20190712_230316_1091.png""]",0,"[]","[2,1301.15,543.787,27.265,18.176]","{}"
"2_9Y5CuOdC","[""20190712_230316_1091.png""]",0,"[]","[2,1010.323,602.861,31.809,22.721]","{}"
"2_W8wOvmjS","[""20190712_230316_1091.png""]",0,"[]","[2,1017.896,627.097,53.016,37.868]","{}"
"2_XPyMqcNC","[""20190712_230316_1091.png""]",0,"[]","[2,925.498,684.656,42.412,30.295]","{}"
"2_f7m96dV0","[""20190712_230316_1091.png""]",0,"[]","[2,940.645,630.126,33.324,24.236]","{}"
"2_TR7YG4oe","[""20190712_230316_1091.png""]",0,"[]","[2,889.144,669.509,34.839,24.236]","{}"
"2_1hXTH0PZ","[""20190712_230316_1091.png""]",0,"[]","[2,866.424,657.391,39.382,27.265]","{}"
"2_WEHEP1pU","[""20190712_230316_1091.png""]",0,"[]","[2,799.776,728.583,43.927,27.266]","{}"
"2_4mp5iVUU","[""20190712_230316_1091.png""]",0,"[]","[2,792.202,664.965,39.383,21.206]","{}"
"2_rLpSNppq","[""20190712_230316_1091.png""]",0,"[]","[2,761.907,689.201,45.442,24.235]","{}"
"2_2G2jxOl3","[""20190712_230316_1091.png""]",0,"[]","[2,724.038,713.436,59.075,33.324]","{}"
"2_ktUClzdc","[""20190712_230316_1091.png""]",0,"[]","[2,683.142,766.452,53.015,27.265]","{}"
"2_nwXd98U8","[""20190712_230316_1091.png""]",0,"[]","[2,631.641,734.642,37.868,22.721]","{}"
"2_NSkYcVeP","[""20190712_230316_1091.png""]",0,"[]","[2,531.67,749.79,51.5,24.235]","{}"
"2_R807lXdJ","[""20190712_230316_1091.png""]",0,"[]","[2,357.475,807.349,45.442,24.236]","{}"
"2_hBLBELB7","[""20190712_230316_1091.png""]",0,"[]","[2,416.55,811.893,46.956,24.236]","{}"
"2_dJSPMIX8","[""20190712_230316_1091.png""]",0,"[]","[2,390.799,837.644,59.075,28.78]","{}"
"2_ATVEftdE","[""20190712_230316_1091.png""]",0,"[]","[2,292.342,877.027,65.133,30.294]","{}"
